applicant_id,age,vehicle_age,prior_claims,accidents,violations,credit_tier,zip_risk,coverage_limit,deductible,risk_score,underwriting_decision,premium_recommendation
360,52,7,5,0,4,Excellent,Medium,250000,1000,100.0,Reject,5000.0
361,33,6,3,3,2,Good,High,250000,250,100.0,Reject,20000.0
362,58,2,5,3,0,Excellent,Medium,250000,500,100.0,Reject,10000.0
363,53,9,3,0,4,Fair,High,100000,250,100.0,Reject,8000.0
364,50,9,1,1,2,Fair,Medium,50000,2000,89.5,Reject,473.75
365,21,18,3,2,3,Fair,High,50000,2000,100.0,Reject,500.0
366,50,13,4,0,4,Excellent,High,50000,500,100.0,Reject,2000.0
367,31,1,4,2,4,Poor,Low,50000,250,100.0,Reject,4000.0
368,38,0,4,0,1,Fair,High,50000,2000,98.0,Reject,495.0
369,65,17,0,2,3,Fair,High,100000,2000,100.0,Reject,1000.0
370,37,6,1,1,0,Excellent,Medium,100000,250,54.0,Approve with Adjusted Premium,6160.0
371,73,7,5,1,2,Good,High,50000,2000,100.0,Reject,500.0
372,25,0,5,0,1,Good,Low,100000,250,73.0,Refer to Underwriter,6920.0
373,24,2,0,3,2,Poor,Medium,100000,2000,100.0,Reject,1000.0
374,20,7,3,2,0,Poor,Medium,50000,250,100.0,Reject,4000.0
375,34,14,0,3,0,Fair,Low,250000,500,91.0,Reject,9550.0
376,50,4,3,3,4,Excellent,Medium,100000,2000,100.0,Reject,1000.0
377,65,2,3,3,0,Fair,Medium,250000,500,100.0,Reject,10000.0
378,29,18,2,1,2,Poor,Medium,100000,2000,100.0,Reject,1000.0
379,68,0,5,0,3,Excellent,Medium,100000,2000,94.0,Reject,970.0
380,39,14,4,0,3,Excellent,Low,50000,1000,95.0,Reject,975.0
381,72,7,3,1,4,Poor,Low,100000,250,100.0,Reject,8000.0
382,39,1,2,1,2,Good,Medium,25000,500,77.5,Refer to Underwriter,887.5
383,63,2,5,0,2,Good,Medium,25000,500,94.0,Reject,970.0
384,47,13,4,3,0,Excellent,Low,50000,500,100.0,Reject,2000.0
385,55,13,3,2,2,Fair,Low,250000,250,100.0,Reject,20000.0
386,55,10,3,2,1,Good,Low,250000,1000,98.0,Reject,4950.0
387,62,15,0,2,0,Fair,Medium,250000,500,87.5,Reject,9375.0
388,68,3,0,3,1,Good,Medium,25000,250,82.5,Refer to Underwriter,1825.0
389,71,19,5,0,4,Good,High,250000,2000,100.0,Reject,2500.0
390,25,4,4,1,3,Fair,Low,250000,500,100.0,Reject,10000.0
391,44,13,3,0,4,Poor,Medium,50000,500,100.0,Reject,2000.0
392,44,15,5,3,3,Good,Low,250000,1000,100.0,Reject,5000.0
393,51,17,5,1,4,Good,Medium,25000,500,100.0,Reject,1000.0
394,38,6,1,3,2,Fair,Low,25000,500,100.0,Reject,1000.0
395,47,9,0,2,1,Poor,Medium,25000,2000,96.5,Reject,245.62
396,50,6,4,2,3,Good,High,50000,250,100.0,Reject,4000.0
397,45,0,3,3,0,Good,High,50000,250,100.0,Reject,4000.0
398,64,18,5,1,1,Poor,Low,100000,1000,100.0,Reject,2000.0
399,50,15,3,1,0,Good,Medium,250000,2000,92.5,Reject,2406.25
400,22,18,1,0,1,Poor,Medium,50000,250,90.0,Reject,3800.0
401,65,3,4,2,1,Poor,Low,25000,2000,100.0,Reject,250.0
402,36,17,5,0,4,Fair,Medium,25000,250,100.0,Reject,2000.0
403,21,1,3,0,3,Excellent,Low,50000,2000,65.5,Approve with Adjusted Premium,413.75
404,52,0,0,3,3,Poor,Medium,50000,1000,100.0,Reject,1000.0
405,66,14,1,3,1,Fair,Low,50000,500,100.0,Reject,2000.0
406,34,4,4,0,2,Excellent,Medium,100000,1000,82.0,Refer to Underwriter,1820.0
407,61,19,1,2,2,Good,Low,25000,250,99.5,Reject,1995.0
408,45,10,0,3,0,Excellent,Medium,100000,1000,80.0,Refer to Underwriter,1800.0
409,47,9,4,0,0,Poor,High,100000,500,100.0,Reject,4000.0
410,46,1,1,0,4,Poor,Medium,250000,1000,88.5,Reject,4712.5
411,63,2,2,0,1,Poor,Low,25000,250,66.0,Approve with Adjusted Premium,1660.0
412,70,11,0,0,0,Poor,High,25000,250,76.5,Refer to Underwriter,1765.0
413,23,19,0,0,0,Poor,Medium,50000,1000,73.5,Refer to Underwriter,867.5
414,52,4,0,0,1,Fair,High,50000,500,64.0,Approve with Adjusted Premium,1640.0
415,58,4,2,3,4,Poor,Medium,250000,1000,100.0,Reject,5000.0
416,54,5,2,2,0,Fair,High,100000,500,100.0,Reject,4000.0
417,41,8,3,0,4,Good,Low,50000,2000,89.0,Reject,472.5
418,46,1,5,1,3,Poor,Medium,50000,500,100.0,Reject,2000.0
419,66,11,1,3,4,Poor,Medium,25000,2000,100.0,Reject,250.0
420,63,2,3,3,2,Excellent,Low,25000,1000,100.0,Reject,500.0
421,70,19,1,0,2,Good,High,50000,500,94.5,Reject,1945.0
422,48,11,5,3,4,Poor,Low,25000,2000,100.0,Reject,250.0
423,52,16,2,0,2,Poor,Low,250000,2000,95.0,Reject,2437.5
424,50,9,5,2,3,Good,High,50000,2000,100.0,Reject,500.0
425,69,13,2,2,1,Fair,Low,25000,250,100.0,Reject,2000.0
426,38,16,5,3,2,Poor,Medium,250000,1000,100.0,Reject,5000.0
427,49,17,3,3,2,Excellent,Medium,25000,2000,100.0,Reject,250.0
428,40,18,4,1,4,Poor,Medium,25000,500,100.0,Reject,1000.0
429,50,16,3,3,3,Excellent,Low,25000,2000,100.0,Reject,250.0
430,20,13,1,1,1,Excellent,Medium,50000,250,72.5,Refer to Underwriter,3450.0
431,35,8,3,2,4,Poor,Medium,100000,1000,100.0,Reject,2000.0
432,42,7,0,2,4,Poor,Medium,25000,250,100.0,Reject,2000.0
433,59,1,1,0,3,Excellent,Medium,250000,250,55.5,Approve with Adjusted Premium,15550.0
434,48,12,5,2,1,Good,Medium,50000,250,100.0,Reject,4000.0
435,71,6,1,1,3,Good,Medium,50000,500,83.0,Refer to Underwriter,1830.0
436,20,8,4,3,1,Poor,Low,250000,1000,100.0,Reject,5000.0
437,57,10,2,0,3,Fair,Medium,25000,1000,94.0,Reject,485.0
438,63,13,5,1,4,Good,Medium,100000,500,100.0,Reject,4000.0
439,41,3,1,3,4,Poor,High,25000,1000,100.0,Reject,500.0
440,67,12,5,0,0,Good,Low,250000,250,83.0,Refer to Underwriter,18300.0
441,49,1,5,2,2,Fair,Low,50000,1000,100.0,Reject,1000.0
442,64,4,5,1,3,Poor,Low,100000,500,100.0,Reject,4000.0
443,39,10,2,3,0,Fair,Low,50000,250,100.0,Reject,4000.0
444,40,5,3,0,2,Poor,Medium,250000,500,98.5,Reject,9925.0
445,19,17,5,0,3,Fair,Medium,25000,2000,100.0,Reject,250.0
446,44,9,0,2,1,Good,High,100000,250,91.5,Reject,7660.0
447,59,3,4,3,2,Good,High,50000,250,100.0,Reject,4000.0
448,19,8,2,2,4,Fair,Low,50000,1000,100.0,Reject,1000.0
449,43,5,1,2,0,Fair,High,50000,250,97.5,Reject,3950.0
450,34,1,2,3,2,Fair,High,25000,500,100.0,Reject,1000.0
451,57,16,1,3,2,Poor,Low,100000,1000,100.0,Reject,2000.0
452,50,4,2,3,4,Good,Low,25000,2000,100.0,Reject,250.0
453,26,5,1,1,3,Poor,High,25000,500,100.0,Reject,1000.0
454,60,11,5,3,1,Good,Medium,25000,2000,100.0,Reject,250.0
455,71,9,3,0,4,Excellent,High,250000,2000,100.0,Reject,2500.0
456,65,5,1,2,1,Poor,High,250000,2000,100.0,Reject,2500.0
457,56,7,1,1,3,Good,Medium,250000,250,84.5,Refer to Underwriter,18450.0
458,46,1,0,3,2,Good,Medium,100000,500,87.5,Reject,3750.0
459,59,11,1,1,1,Poor,Low,25000,500,84.5,Refer to Underwriter,922.5
460,72,12,0,3,0,Poor,Low,25000,250,98.0,Reject,1980.0
461,43,6,4,1,0,Good,High,250000,1000,100.0,Reject,5000.0
462,52,9,5,2,4,Poor,Medium,25000,2000,100.0,Reject,250.0
463,67,12,0,2,3,Fair,Low,25000,500,97.0,Reject,985.0
464,42,16,3,0,4,Poor,High,50000,250,100.0,Reject,4000.0
465,41,13,5,0,4,Poor,Medium,25000,2000,100.0,Reject,250.0
466,30,1,0,3,4,Poor,High,50000,1000,100.0,Reject,1000.0
467,24,10,5,2,0,Good,Low,25000,1000,100.0,Reject,500.0
468,74,0,5,1,0,Fair,Low,100000,2000,90.0,Reject,950.0
469,53,18,5,1,4,Excellent,Medium,250000,1000,100.0,Reject,5000.0
470,62,3,4,1,0,Excellent,High,50000,500,94.5,Reject,1945.0
471,37,18,3,0,3,Fair,Medium,250000,500,100.0,Reject,10000.0
472,18,10,2,1,4,Fair,Low,50000,500,100.0,Reject,2000.0
473,25,7,2,0,0,Fair,Low,50000,1000,55.5,Approve with Adjusted Premium,777.5
474,63,10,0,0,1,Good,High,50000,500,63.0,Approve with Adjusted Premium,1630.0
475,33,3,5,3,4,Excellent,High,100000,250,100.0,Reject,8000.0
476,31,16,0,1,4,Fair,High,25000,500,100.0,Reject,1000.0
477,29,6,4,1,3,Good,Medium,50000,500,100.0,Reject,2000.0
478,68,7,4,2,2,Excellent,High,100000,1000,100.0,Reject,2000.0
479,40,2,1,3,2,Poor,High,50000,500,100.0,Reject,2000.0
480,32,1,4,2,3,Good,Low,25000,2000,100.0,Reject,250.0
481,45,14,1,3,3,Excellent,Low,50000,250,100.0,Reject,4000.0
482,51,4,3,1,3,Good,High,100000,1000,100.0,Reject,2000.0
483,19,0,0,0,2,Excellent,High,25000,250,51.0,Approve with Adjusted Premium,1510.0
484,49,3,3,0,3,Excellent,Low,100000,2000,68.5,Approve with Adjusted Premium,842.5
485,40,14,4,0,0,Poor,High,25000,1000,100.0,Reject,500.0
486,39,19,3,0,4,Good,Medium,25000,1000,100.0,Reject,500.0
487,68,18,3,0,4,Fair,Medium,250000,500,100.0,Reject,10000.0
488,42,2,3,2,1,Poor,Medium,250000,250,100.0,Reject,20000.0
489,39,19,4,3,1,Poor,High,250000,2000,100.0,Reject,2500.0
490,39,10,5,1,4,Excellent,Low,25000,2000,100.0,Reject,250.0
491,66,16,3,2,0,Fair,High,50000,1000,100.0,Reject,1000.0
492,69,12,1,3,2,Good,High,100000,500,100.0,Reject,4000.0
493,59,10,4,0,2,Fair,Low,100000,1000,96.0,Reject,1960.0
494,23,1,3,3,0,Fair,Low,100000,1000,100.0,Reject,2000.0
495,32,8,5,3,2,Fair,Low,250000,1000,100.0,Reject,5000.0
496,71,1,4,0,3,Fair,Medium,25000,1000,100.0,Reject,500.0
497,60,8,2,0,4,Fair,High,250000,2000,100.0,Reject,2500.0
498,54,8,5,0,4,Excellent,Low,50000,2000,100.0,Reject,500.0
499,50,7,1,1,0,Excellent,High,25000,1000,70.5,Refer to Underwriter,426.25
500,25,16,3,0,2,Poor,Medium,100000,1000,100.0,Reject,2000.0
501,70,0,2,1,1,Excellent,Medium,250000,500,63.0,Approve with Adjusted Premium,8150.0
502,61,10,2,0,1,Poor,Low,250000,1000,78.0,Refer to Underwriter,4450.0
503,61,7,4,1,2,Poor,Low,50000,2000,100.0,Reject,500.0
504,22,9,2,3,1,Good,High,50000,250,100.0,Reject,4000.0
505,56,6,1,2,0,Fair,Low,250000,2000,74.0,Refer to Underwriter,2175.0
506,21,2,1,3,0,Excellent,High,50000,500,93.0,Reject,1930.0
507,23,2,0,3,2,Good,Low,100000,2000,79.0,Refer to Underwriter,895.0
508,62,17,1,0,1,Excellent,High,50000,250,78.5,Refer to Underwriter,3570.0
509,49,4,5,1,0,Poor,High,50000,1000,100.0,Reject,1000.0
510,69,11,2,2,0,Excellent,High,250000,250,100.0,Reject,20000.0
511,47,11,1,0,3,Fair,High,250000,1000,100.0,Reject,5000.0
512,64,18,4,0,3,Poor,Medium,25000,1000,100.0,Reject,500.0
513,52,5,0,0,0,Poor,High,25000,2000,67.5,Approve with Adjusted Premium,209.38
514,72,1,2,3,2,Good,Low,250000,2000,97.5,Reject,2468.75
515,57,11,0,1,4,Fair,Medium,50000,2000,98.5,Reject,496.25
516,69,18,2,1,4,Poor,Medium,50000,500,100.0,Reject,2000.0
517,33,4,4,2,0,Fair,High,25000,2000,100.0,Reject,250.0
518,30,11,0,1,0,Excellent,Medium,25000,500,51.5,Approve with Adjusted Premium,757.5
519,67,16,3,1,0,Fair,High,25000,2000,100.0,Reject,250.0
520,59,16,5,0,2,Poor,Low,100000,1000,100.0,Reject,2000.0
521,47,9,5,0,3,Good,High,100000,500,100.0,Reject,4000.0
522,36,16,2,3,0,Poor,Medium,25000,250,100.0,Reject,2000.0
523,34,14,3,0,0,Fair,Low,50000,500,76.0,Refer to Underwriter,1760.0
524,73,11,0,0,1,Fair,High,25000,500,74.5,Refer to Underwriter,872.5
525,36,15,3,0,2,Poor,Low,100000,250,100.0,Reject,8000.0
526,45,18,3,0,0,Fair,Low,50000,500,82.0,Refer to Underwriter,1820.0
527,72,7,0,3,1,Excellent,Medium,100000,1000,83.5,Refer to Underwriter,1835.0
528,43,16,4,0,4,Poor,Low,50000,2000,100.0,Reject,500.0
529,54,4,3,2,0,Good,Medium,100000,250,91.0,Reject,7640.0
530,43,15,3,2,0,Poor,Low,50000,2000,100.0,Reject,500.0
531,70,5,4,2,1,Excellent,High,50000,1000,100.0,Reject,1000.0
532,40,7,3,2,2,Excellent,Low,50000,250,96.5,Reject,3930.0
533,26,17,3,0,0,Excellent,High,50000,2000,90.5,Reject,476.25
534,29,11,3,2,4,Excellent,High,250000,2000,100.0,Reject,2500.0
535,70,14,5,0,0,Excellent,Low,100000,1000,81.0,Refer to Underwriter,1810.0
536,18,8,1,3,4,Good,High,100000,2000,100.0,Reject,1000.0
537,18,12,4,2,3,Fair,Low,250000,1000,100.0,Reject,5000.0
538,64,14,3,1,3,Excellent,Low,50000,500,100.0,Reject,2000.0
539,51,9,5,2,4,Excellent,High,50000,1000,100.0,Reject,1000.0
540,49,15,4,2,2,Poor,High,100000,500,100.0,Reject,4000.0
541,71,6,2,0,0,Good,Medium,250000,250,54.0,Approve with Adjusted Premium,15400.0
542,65,16,2,2,0,Good,High,50000,2000,100.0,Reject,500.0
543,42,6,3,1,3,Fair,Medium,50000,1000,100.0,Reject,1000.0
544,57,13,5,0,4,Good,High,50000,1000,100.0,Reject,1000.0
545,62,14,5,0,0,Poor,Low,25000,2000,100.0,Reject,250.0
546,70,6,4,3,0,Poor,High,250000,2000,100.0,Reject,2500.0
547,18,8,4,3,2,Fair,Low,50000,250,100.0,Reject,4000.0
548,33,18,5,2,1,Poor,Low,25000,250,100.0,Reject,2000.0
549,56,15,4,3,3,Excellent,Low,250000,1000,100.0,Reject,5000.0
550,22,7,5,3,3,Excellent,Medium,50000,250,100.0,Reject,4000.0
551,39,17,1,3,1,Poor,High,100000,500,100.0,Reject,4000.0
552,46,17,5,0,0,Fair,Low,25000,250,100.0,Reject,2000.0
553,72,19,2,0,2,Good,Low,25000,250,79.5,Refer to Underwriter,1795.0
554,20,6,4,0,2,Fair,Medium,50000,1000,100.0,Reject,1000.0
555,29,2,5,3,3,Good,High,50000,500,100.0,Reject,2000.0
556,43,17,5,0,2,Poor,High,25000,250,100.0,Reject,2000.0
557,33,9,4,3,1,Poor,Medium,100000,500,100.0,Reject,4000.0
558,68,6,1,0,0,Excellent,Medium,100000,500,39.0,Approve,2780.0
559,54,16,1,0,1,Good,High,250000,500,82.0,Refer to Underwriter,9100.0
560,39,13,4,1,4,Fair,Medium,50000,2000,100.0,Reject,500.0
561,74,2,0,2,3,Poor,High,100000,2000,100.0,Reject,1000.0
562,46,11,4,3,2,Fair,High,250000,2000,100.0,Reject,2500.0
563,31,12,4,1,4,Excellent,Low,100000,2000,100.0,Reject,1000.0
564,45,1,1,0,2,Good,Low,50000,1000,42.5,Approve with Adjusted Premium,712.5
565,22,2,1,3,0,Good,High,250000,250,98.0,Reject,19800.0
566,64,4,4,0,0,Poor,High,250000,2000,100.0,Reject,2500.0
567,66,10,4,2,0,Good,High,250000,1000,100.0,Reject,5000.0
568,47,7,4,1,2,Poor,High,100000,250,100.0,Reject,8000.0
569,63,11,1,2,4,Excellent,High,50000,2000,100.0,Reject,500.0
570,69,6,4,1,0,Good,High,250000,250,100.0,Reject,20000.0
571,22,14,4,0,4,Poor,Medium,25000,2000,100.0,Reject,250.0
572,29,16,3,2,2,Fair,High,50000,1000,100.0,Reject,1000.0
573,33,3,0,2,4,Poor,Medium,25000,500,100.0,Reject,1000.0
574,43,12,2,0,2,Good,Medium,25000,500,79.0,Refer to Underwriter,895.0
575,43,17,0,2,2,Excellent,High,250000,250,100.0,Reject,20000.0
576,65,0,3,3,3,Good,High,250000,1000,100.0,Reject,5000.0
577,38,15,2,1,2,Good,Medium,100000,500,98.5,Reject,3970.0
578,56,12,4,1,2,Poor,Medium,100000,2000,100.0,Reject,1000.0
579,53,9,3,1,1,Fair,High,100000,500,100.0,Reject,4000.0
580,50,11,4,3,0,Good,High,50000,250,100.0,Reject,4000.0
581,47,1,1,1,3,Fair,Medium,100000,250,85.5,Reject,7420.0
582,54,2,5,0,3,Poor,Medium,25000,1000,100.0,Reject,500.0
583,40,9,3,2,3,Fair,Medium,100000,250,100.0,Reject,8000.0
584,27,1,1,3,1,Poor,Low,250000,500,99.5,Reject,9975.0
585,71,12,3,1,2,Excellent,Medium,100000,500,99.0,Reject,3980.0
586,22,12,3,0,0,Fair,Low,50000,500,73.0,Refer to Underwriter,1730.0
587,53,17,1,2,4,Fair,High,50000,500,100.0,Reject,2000.0
588,51,2,2,2,2,Excellent,High,25000,1000,100.0,Reject,500.0
589,69,6,0,3,1,Fair,Medium,50000,2000,97.0,Reject,492.5
590,48,13,4,3,2,Excellent,High,100000,2000,100.0,Reject,1000.0
591,27,19,3,3,2,Good,High,250000,1000,100.0,Reject,5000.0
592,36,16,4,0,1,Poor,High,50000,250,100.0,Reject,4000.0
593,49,11,5,0,3,Excellent,High,25000,2000,100.0,Reject,250.0
594,18,15,1,3,3,Fair,Low,100000,250,100.0,Reject,8000.0
595,73,11,4,1,0,Excellent,Low,25000,2000,81.5,Refer to Underwriter,226.88
596,22,14,1,2,0,Fair,Medium,50000,250,96.0,Reject,3920.0
597,62,9,4,2,3,Good,Medium,50000,1000,100.0,Reject,1000.0
598,21,6,0,0,4,Excellent,Medium,25000,500,61.0,Approve with Adjusted Premium,805.0
599,33,19,0,2,2,Good,High,100000,250,100.0,Reject,8000.0
600,41,4,0,1,4,Poor,High,50000,500,100.0,Reject,2000.0
601,33,0,0,2,2,Fair,Low,250000,250,71.0,Refer to Underwriter,17100.0
602,72,16,0,0,3,Fair,Low,50000,250,73.0,Refer to Underwriter,3460.0
603,19,2,0,0,0,Good,Medium,100000,250,28.0,Approve,5120.0
604,66,12,1,1,0,Poor,Low,50000,250,78.0,Refer to Underwriter,3560.0
605,45,13,3,1,4,Excellent,Low,25000,250,100.0,Reject,2000.0
606,49,17,4,2,0,Excellent,Low,50000,500,100.0,Reject,2000.0
607,44,3,0,2,3,Fair,Low,50000,250,83.5,Refer to Underwriter,3670.0
608,37,17,1,0,4,Good,Low,100000,500,82.5,Refer to Underwriter,3650.0
609,41,4,1,1,2,Good,Medium,25000,1000,72.0,Refer to Underwriter,430.0
610,29,15,1,1,0,Excellent,Medium,100000,2000,67.5,Approve with Adjusted Premium,837.5
611,67,0,3,1,1,Poor,Low,50000,250,88.0,Reject,3760.0
612,52,13,4,2,0,Poor,Medium,250000,2000,100.0,Reject,2500.0
613,50,14,3,1,2,Excellent,High,50000,500,100.0,Reject,2000.0
614,50,8,2,0,4,Excellent,Low,100000,1000,74.0,Refer to Underwriter,1740.0
615,68,14,1,0,2,Good,High,250000,1000,87.0,Reject,4675.0
616,60,16,2,2,1,Poor,Medium,100000,1000,100.0,Reject,2000.0
617,54,3,5,3,3,Excellent,Medium,100000,2000,100.0,Reject,1000.0
618,29,11,0,2,0,Excellent,High,25000,500,81.5,Refer to Underwriter,907.5
619,20,4,0,3,4,Fair,Medium,250000,250,100.0,Reject,20000.0
620,18,4,3,1,3,Excellent,Low,50000,250,85.0,Reject,3700.0
621,50,10,4,2,2,Excellent,High,100000,500,100.0,Reject,4000.0
622,57,5,2,0,4,Poor,Low,50000,2000,94.5,Reject,486.25
623,27,6,4,1,3,Good,High,25000,250,100.0,Reject,2000.0
624,60,13,3,0,4,Poor,Medium,25000,500,100.0,Reject,1000.0
625,61,10,0,1,1,Good,High,250000,250,78.0,Refer to Underwriter,17800.0
626,46,12,4,2,1,Fair,High,25000,1000,100.0,Reject,500.0
627,30,1,4,3,0,Excellent,Low,25000,250,96.5,Reject,1965.0
628,29,6,0,1,0,Fair,Medium,50000,2000,59.0,Approve with Adjusted Premium,397.5
629,48,19,2,3,1,Good,Low,25000,500,100.0,Reject,1000.0
630,63,3,0,1,4,Poor,Medium,25000,2000,96.5,Reject,245.62
631,19,7,4,0,1,Poor,Low,100000,500,93.5,Reject,3870.0
632,68,19,2,0,0,Fair,High,25000,1000,98.5,Reject,496.25
633,67,18,2,1,1,Good,Low,100000,500,85.0,Reject,3700.0
634,52,12,0,3,1,Fair,Medium,25000,250,100.0,Reject,2000.0
635,40,13,4,2,4,Fair,Medium,25000,250,100.0,Reject,2000.0
636,34,9,3,2,3,Excellent,High,250000,1000,100.0,Reject,5000.0
637,43,10,4,0,0,Fair,Medium,250000,500,90.0,Reject,9500.0
638,25,1,1,2,4,Excellent,Low,100000,1000,83.5,Refer to Underwriter,1835.0
639,46,8,5,0,1,Excellent,High,25000,250,100.0,Reject,2000.0
640,43,16,3,2,1,Poor,Medium,50000,2000,100.0,Reject,500.0
641,27,2,2,1,3,Excellent,Medium,250000,1000,82.0,Refer to Underwriter,4550.0
642,43,5,3,0,0,Excellent,Low,50000,2000,47.5,Approve with Adjusted Premium,368.75
643,51,4,2,0,0,Poor,Low,250000,2000,61.0,Approve with Adjusted Premium,2012.5
644,68,4,2,1,2,Fair,High,250000,500,100.0,Reject,10000.0
645,58,14,3,0,0,Good,Medium,25000,1000,76.0,Refer to Underwriter,440.0
646,24,16,2,2,3,Good,Low,250000,2000,100.0,Reject,2500.0
647,21,8,2,2,2,Good,High,50000,2000,100.0,Reject,500.0
648,70,2,1,0,2,Fair,Medium,250000,500,64.0,Approve with Adjusted Premium,8200.0
649,67,19,4,2,1,Excellent,Medium,100000,500,100.0,Reject,4000.0
650,62,16,4,3,1,Good,High,25000,250,100.0,Reject,2000.0
651,28,9,5,0,0,Fair,High,25000,2000,100.0,Reject,250.0
652,46,2,5,1,2,Excellent,Low,100000,250,94.0,Reject,7760.0
653,73,17,1,3,1,Poor,Medium,100000,2000,100.0,Reject,1000.0
654,53,17,5,0,3,Good,Medium,100000,250,100.0,Reject,8000.0
655,42,16,3,1,1,Excellent,Medium,250000,500,97.0,Reject,9850.0
656,38,2,0,2,1,Good,High,25000,1000,81.0,Refer to Underwriter,452.5
657,74,2,0,1,2,Good,Low,100000,500,49.0,Approve with Adjusted Premium,2980.0
658,53,5,0,3,2,Good,Medium,250000,250,93.5,Reject,19350.0
659,27,12,1,2,4,Excellent,High,100000,250,100.0,Reject,8000.0
660,54,14,1,0,3,Fair,Medium,50000,1000,90.0,Reject,950.0
661,26,8,2,2,2,Excellent,Low,50000,2000,88.0,Reject,470.0
662,41,3,0,0,0,Good,Medium,25000,250,29.5,Approve,1295.0
663,52,13,3,0,3,Excellent,Low,250000,250,83.5,Refer to Underwriter,18350.0
664,66,4,5,1,3,Poor,Low,50000,250,100.0,Reject,4000.0
665,52,1,3,1,2,Fair,Medium,50000,1000,97.5,Reject,987.5
666,65,10,5,1,3,Excellent,Medium,250000,500,100.0,Reject,10000.0
667,53,8,0,3,2,Poor,Low,100000,250,100.0,Reject,8000.0
668,35,2,0,3,1,Fair,High,250000,1000,100.0,Reject,5000.0
669,66,8,0,1,4,Poor,Low,100000,250,94.0,Reject,7760.0
670,56,2,1,3,1,Fair,Medium,50000,2000,100.0,Reject,500.0
671,49,1,5,2,2,Excellent,Medium,50000,1000,100.0,Reject,1000.0
672,41,11,1,2,2,Poor,High,50000,250,100.0,Reject,4000.0
673,40,9,1,3,1,Good,Low,25000,1000,91.5,Reject,478.75
674,49,8,4,3,0,Poor,Low,25000,250,100.0,Reject,2000.0
675,54,14,3,2,0,Fair,Low,25000,500,100.0,Reject,1000.0
676,29,7,3,0,0,Excellent,Medium,250000,250,60.5,Approve with Adjusted Premium,16050.0
677,66,4,2,2,2,Fair,Low,50000,1000,97.0,Reject,985.0
678,72,10,1,2,3,Poor,High,50000,2000,100.0,Reject,500.0
679,30,1,5,3,2,Poor,Medium,250000,2000,100.0,Reject,2500.0
680,40,14,4,2,3,Good,Medium,25000,2000,100.0,Reject,250.0
681,42,5,4,3,1,Excellent,Low,250000,250,100.0,Reject,20000.0
682,52,7,3,3,4,Excellent,High,25000,500,100.0,Reject,1000.0
683,58,4,1,1,3,Poor,Medium,50000,250,100.0,Reject,4000.0
684,47,15,2,2,0,Excellent,Medium,100000,2000,92.5,Reject,962.5
685,34,17,1,0,2,Good,Low,25000,1000,66.5,Approve with Adjusted Premium,416.25
686,66,5,0,1,1,Fair,Low,50000,2000,55.5,Approve with Adjusted Premium,388.75
687,37,4,1,3,0,Excellent,High,50000,1000,96.0,Reject,980.0
688,65,15,0,3,1,Poor,Low,100000,500,100.0,Reject,4000.0
689,42,12,0,0,4,Fair,High,50000,1000,100.0,Reject,1000.0
690,39,4,2,3,2,Fair,Medium,50000,250,100.0,Reject,4000.0
691,30,12,5,2,2,Good,High,25000,250,100.0,Reject,2000.0
692,36,16,3,1,4,Poor,High,25000,250,100.0,Reject,2000.0
693,66,17,1,3,2,Excellent,High,100000,1000,100.0,Reject,2000.0
694,53,7,0,3,3,Poor,Medium,100000,250,100.0,Reject,8000.0
695,29,12,1,0,1,Fair,Low,50000,250,61.0,Approve with Adjusted Premium,3220.0
696,58,18,5,2,0,Poor,Medium,25000,250,100.0,Reject,2000.0
697,36,2,3,3,4,Excellent,Low,100000,500,100.0,Reject,4000.0
698,29,7,5,0,3,Excellent,High,100000,1000,100.0,Reject,2000.0
699,26,1,3,3,0,Good,High,250000,1000,100.0,Reject,5000.0
700,24,7,4,0,0,Excellent,High,100000,2000,85.5,Reject,927.5
701,45,12,3,0,4,Excellent,High,50000,1000,100.0,Reject,1000.0
702,31,12,2,2,3,Poor,High,25000,500,100.0,Reject,1000.0
703,48,0,5,3,0,Poor,Low,100000,1000,100.0,Reject,2000.0
704,69,5,0,2,0,Fair,Low,250000,500,62.5,Approve with Adjusted Premium,8125.0
705,36,18,4,0,3,Good,High,25000,500,100.0,Reject,1000.0
706,64,15,2,1,2,Poor,Medium,100000,1000,100.0,Reject,2000.0
707,33,7,1,3,0,Excellent,Medium,250000,2000,85.5,Reject,2318.75
708,70,0,5,1,1,Fair,High,100000,250,100.0,Reject,8000.0
709,22,15,0,3,3,Poor,Low,25000,250,100.0,Reject,2000.0
710,52,8,3,2,0,Good,Medium,25000,1000,97.0,Reject,492.5
711,29,12,0,2,4,Good,Medium,25000,1000,100.0,Reject,500.0
712,42,10,1,2,1,Fair,Medium,50000,500,98.0,Reject,1980.0
713,69,12,4,2,0,Fair,High,100000,1000,100.0,Reject,2000.0
714,38,9,4,2,1,Fair,Medium,50000,500,100.0,Reject,2000.0
715,53,3,5,1,1,Fair,Medium,25000,2000,100.0,Reject,250.0
716,70,5,4,2,2,Fair,Medium,250000,1000,100.0,Reject,5000.0
717,40,6,5,0,1,Excellent,Medium,100000,250,87.0,Reject,7480.0
718,33,4,5,0,2,Excellent,Low,50000,250,82.0,Refer to Underwriter,3640.0
719,74,10,5,1,3,Poor,High,100000,1000,100.0,Reject,2000.0
